ID,NAtoms,Ne,Homo-4,Homo-3,Homo-2,Homo-1,Homo,Lumo,Lumo+1,Lumo+2,Lumo+3,Lumo+4,CIe,HF,ET,EV,EJ,EK,ENuc,Dipole,Factor
AC0001,5,10,-11.2078,-0.9409,-0.54376,-0.54376,-0.54376,0.04182,0.07699,0.07699,0.07699,0.14976,-0.23778223,-40.2120398439,4.014245900000001,-11.9788623,3.2629439,-0.6586334,1.3391018,0.0,2
AC0002,8,18,-0.5942,-0.5942,-0.50851,-0.48597,-0.48596,0.04391,0.05894,0.06729,0.06729,0.09765,-0.44164767,-79.257236267,4.396120444444445,-14.882453277777778,4.440534944444445,-0.6945202777777778,2.3371384444444443,0.0,2
AC0003,11,26,-0.54825,-0.52941,-0.47444,-0.47426,-0.46736,0.04368,0.05787,0.06037,0.06437,0.08619,-0.64746031,-118.3040865438,4.5431806923076925,-16.880018076923076,5.333713961538461,-0.7082858461538462,3.161252115384616,0.082,2
AC0004,9,24,-0.58357,-0.56581,-0.52293,-0.48762,-0.35713,0.04223,0.05809,0.05929,0.07578,0.07973,-0.60830574,-117.1096117276,4.871031208333333,-17.1950675,5.248641916666666,-0.7356056249999999,2.931432791666667,0.3988,2
AC0005,7,22,-0.62366,-0.59062,-0.59062,-0.384,-0.384,0.03842,0.05,0.07313,0.07314,0.10857,-0.57134878,-115.9050288432,5.257323454545455,-17.56792181818182,5.149866954545455,-0.7680800454545454,2.6604010454545457,0.8016,2
AC0006,9,26,-0.56915,-0.53206,-0.52439,-0.48822,-0.44263,0.04039,0.05575,0.06539,0.06661,0.08939,-0.69697553,-154.1398413524,5.9188997692307685,-20.18544169230769,6.003259923076923,-0.7982523846153846,3.133078961538461,1.7347,2
AC0007,7,24,-0.6247,-0.60388,-0.56207,-0.50197,-0.42722,0.03857,0.05576,0.07152,0.07154,0.09638,-0.65731314,-152.9703193808,6.3626642083333325,-20.74928583333333,5.953716291666667,-0.8332802916666666,2.892422291666667,3.2267,2
AC0008,10,26,-0.57913,-0.51506,-0.50765,-0.48778,-0.38805,0.0412,0.05741,0.06043,0.06736,0.08834,-0.67719031,-134.3019770891,5.156990615384616,-18.40175126923077,5.651179961538461,-0.7494658846153845,3.177585923076923,1.3292,2
AC0009,8,26,-0.64664,-0.57914,-0.55012,-0.51158,-0.49855,0.04076,0.05735,0.06289,0.07336,0.09453,-0.70235059,-178.1452179442,6.842762423076923,-22.25653926923077,6.391214730769231,-0.8552366923076923,3.0260596538461537,2.2486,2
AC0010,10,34,-0.53229,-0.51649,-0.48449,-0.45687,-0.36037,0.04087,0.05819,0.06095,0.06396,0.08169,-0.77046859,-420.5794467261,12.364413235294116,-35.77508914705883,8.860806088235293,-1.0442929411764703,3.2241790294117645,1.329,2
AC0011,9,34,-0.54046,-0.51412,-0.50017,-0.4469,-0.35524,0.04042,0.05534,0.06383,0.06524,0.08255,-0.783806,-476.7979174372,14.01778561764706,-39.53131244117647,9.457651676470588,-1.1041141176470588,3.1365210882352943,1.7931,2
AC0012,8,34,-0.56066,-0.5295,-0.50304,-0.43187,-0.431,0.03999,0.05672,0.06301,0.07247,0.0929,-0.72080531,-538.1903585415,15.825142176470589,-43.55829367647058,10.075548088235294,-1.1679325588235294,2.9964077941176472,2.4137,2
AC0013,18,58,-0.48285,-0.47748,-0.47289,-0.33334,-0.32339,0.03783,0.04772,0.04895,0.05981,0.06374,-1.5261509,-308.8682455219,5.316694206896552,-24.068964189655173,8.362091655172414,-0.7770507241379311,5.841914448275862,0.421,2
AC0014,15,52,-0.5221,-0.4988,-0.48394,-0.38266,-0.31337,0.03932,0.04818,0.05244,0.06008,0.06522,-1.4141103,-306.7994813091,5.890082980769231,-24.793801903846152,8.311282403846153,-0.8118863846153845,5.504332884615384,1.1539,2
AC0015,18,60,-0.50531,-0.48122,-0.46721,-0.37002,-0.31146,0.03856,0.04755,0.05249,0.05809,0.06404,-1.6170777,-345.8339608732,5.7544524500000005,-25.53900815,8.783511933333333,-0.8024473166666667,6.039591733333333,1.2587,2
AC0016,17,58,-0.48958,-0.48818,-0.41118,-0.3788,-0.33548,0.03624,0.04654,0.05034,0.06077,0.06458,-1.554698,-324.8706321,5.591800103448276,-24.88182836206897,8.566675224137931,-0.795401396551724,5.917536655172414,1.859,2
AC0017,16,58,-0.50191,-0.46674,-0.41017,-0.40948,-0.36901,0.03511,0.04744,0.05345,0.05669,0.06486,-1.5815558,-340.8766757476,5.866987327586207,-25.6495401724138,8.746443000000001,-0.8138592413793104,5.972785,2.5978,2
AC0018,15,40,-0.50598,-0.48979,-0.47069,-0.40853,-0.39907,0.04309,0.05351,0.05569,0.05691,0.07601,-1.0254007,-195.1935951407,4.872014125,-20.263889175,6.78630295,-0.738214575,4.463946775,0.1186,2
AC0019,18,48,-0.47851,-0.46132,-0.44345,-0.42378,-0.41759,0.043,0.05245,0.05496,0.05597,0.07194,-1.2337908,-234.2419128372,4.872779395833333,-21.575640625,7.444377583333334,-0.73854075,5.116984541666667,0.0818,2
AC0021,24,64,-0.47267,-0.46059,-0.44427,-0.41855,-0.4165,0.04249,0.05,0.05244,0.0532,0.06813,-1.6501595,-312.3718611751,4.873695203125,-23.90130671875,8.607328109375,-0.73926184375,6.278734921875,0.0513,2
AC0022,17,48,-0.48821,-0.47607,-0.45582,-0.43239,-0.36855,0.0416,0.05202,0.05351,0.05759,0.07475,-1.2624316,-250.2377449715,5.205171229166667,-22.508456666666664,7.669530208333334,-0.7607699791666667,5.181238854166667,1.2921,2
AC0023,20,56,-0.47595,-0.46668,-0.45027,-0.44657,-0.36479,0.04152,0.05185,0.05418,0.05633,0.06952,-1.4699841,-289.3131492666,5.158437375,-23.639360232142856,8.269420732142857,-0.7581600535714286,5.8033559285714285,0.9929,2
AC0024,23,64,-0.47337,-0.46541,-0.45454,-0.43616,-0.35284,0.04218,0.04949,0.05109,0.05283,0.06837,-1.678608,-328.3651868739,5.12294771875,-24.651732359375,8.801539609375,-0.75594421875,6.35248321875,1.1772,2
AC0025,16,48,-0.49622,-0.48626,-0.45422,-0.44393,-0.40638,0.04197,0.05154,0.05497,0.05673,0.07485,-1.280809,-270.0771103844,5.617766604166667,-23.566985104166665,7.904982833333332,-0.7871355416666667,5.2047647291666665,2.0289,2
AC0026,19,56,-0.48659,-0.47027,-0.46578,-0.44807,-0.40294,0.042,0.05169,0.05416,0.05551,0.06939,-1.4871115,-309.1535734384,5.512121196428572,-24.56927501785714,8.482933232142857,-0.7808160714285715,5.834437160714286,1.791,2
AC0027,22,64,-0.47788,-0.47094,-0.45022,-0.43773,-0.39913,0.04225,0.05003,0.0517,0.05428,0.0686,-1.6956507,-348.2057816152,5.43249584375,-25.50169753125,9.006254578125,-0.775755203125,6.39798696875,1.5103,2
AC0028,6,16,-0.79245,-0.64102,-0.58903,-0.50615,-0.37707,0.04818,0.05989,0.06355,0.08173,0.1058,-0.40237438,-78.0618223098,4.869242125,-15.48639075,4.392074375,-0.7336509375,2.0798613125,0.0,2
AC0030,7,22,-0.62989,-0.60632,-0.60631,-0.37855,-0.37854,0.04386,0.05901,0.06539,0.06539,0.11314,-0.57083761,-115.9027269939,5.257868090909091,-17.60753,5.165655227272727,-0.7676666818181819,2.683367590909091,0.0001,2
AC0031,7,24,-0.62192,-0.57585,-0.57207,-0.52003,-0.34681,0.03857,0.05837,0.06534,0.08089,0.11833,-0.65890507,-152.9507775127,6.361596666666667,-20.791315166666667,5.977467291666667,-0.8332274583333333,2.912529625,1.9412,2
AC0033,8,24,-0.64023,-0.57001,-0.5153,-0.49484,-0.30541,0.04091,0.05629,0.06036,0.08085,0.08733,-0.63803839,-133.1159569702,5.535946375000001,-18.889138166666665,5.613389083333334,-0.7807952083333333,2.974099666666667,1.7419,2
AC0034,6,24,-0.68585,-0.68244,-0.58928,-0.56051,-0.38708,0.04463,0.05741,0.06692,0.10825,0.11721,-0.66511527,-176.9494822087,7.361964374999999,-23.033685375,6.396283625,-0.8946965833333334,2.797238875,1.7028,2
AC0035,8,32,-0.58067,-0.51724,-0.48329,-0.41744,-0.34358,0.04208,0.05732,0.0594,0.07556,0.08346,-0.73083447,-419.3863414937,13.0993780625,-37.0505228125,8.9456960625,-1.0859581875,2.9855836875,1.0096,2
AC0036,7,32,-0.58857,-0.54241,-0.47195,-0.44022,-0.33329,0.04005,0.05645,0.06226,0.07781,0.09393,-0.74585627,-475.6049500339,14.8560645,-41.0498355625,9.5826990625,-1.14952534375,2.89794265625,1.2635,2
AC0037,6,32,-0.61629,-0.52925,-0.50917,-0.45521,-0.37409,0.04232,0.05795,0.06479,0.09628,0.09887,-0.68406214,-536.9927314746,16.77601821875,-45.34028278125,10.244155875,-1.21722421875,2.7563100625,1.7143,2
AC0038,16,56,-0.4961,-0.48813,-0.41022,-0.33942,-0.30556,0.03853,0.04596,0.04728,0.06095,0.06301,-1.4863658,-307.6790676269,5.484999125,-24.17517994642857,8.289369500000001,-0.7913074821428571,5.697849732142857,0.1736,2
AC0039,13,50,-0.53584,-0.50714,-0.44939,-0.36003,-0.30594,0.03879,0.04568,0.05103,0.06261,0.07623,-1.3744401,-305.6116850205,6.10147648,-25.00527664,8.2592374,-0.82922062,5.36154966,0.4963,2
AC0041,15,56,-0.50391,-0.4175,-0.41357,-0.37954,-0.3148,0.03603,0.045,0.04945,0.06137,0.06704,-1.514833,-323.6813431773,5.769911964285714,-25.024724678571427,8.505927964285714,-0.8102886785714285,5.779149446428571,1.8448,2
AC0042,14,56,-0.46866,-0.45121,-0.41504,-0.39331,-0.34581,0.03534,0.04506,0.05205,0.05523,0.06196,-1.5418473,-339.6866635317,6.054896196428572,-25.819206410714287,8.692212910714286,-0.829396392857143,5.835660428571429,2.447,2
AC0043,13,38,-0.51808,-0.4889,-0.46037,-0.42672,-0.3371,0.04119,0.05331,0.0549,0.06022,0.07468,-0.98551335,-194.0040077018,5.096591078947368,-20.411053789473684,6.6924008684210525,-0.7571052631578947,4.273798500000001,0.5899,2
AC0044,16,46,-0.49866,-0.45554,-0.44318,-0.436,-0.3519,0.04135,0.05228,0.05303,0.05972,0.06948,-1.1935202,-233.0515991409,5.058260869565218,-21.654454673913044,7.345670934782609,-0.7541295217391304,4.938313282608696,0.405,2
AC0045,19,54,-0.4705,-0.46475,-0.45947,-0.45257,-0.35227,0.04127,0.0521,0.05262,0.05744,0.06945,-1.4009924,-272.1277921551,5.031544574074075,-22.84403594444445,7.961178555555556,-0.7523632037037037,5.564272462962963,0.4956,2
AC0047,15,46,-0.50043,-0.47461,-0.45499,-0.3765,-0.36019,0.04002,0.05074,0.05421,0.05907,0.071,-1.222023,-249.046407312,5.405027543478261,-22.61001802173913,7.571589978260869,-0.7773030869565217,4.996651260869565,1.3571,2
AC0048,18,54,-0.47832,-0.47474,-0.45791,-0.37269,-0.35914,0.04038,0.0512,0.05359,0.05834,0.06948,-1.4292791,-288.1229913903,5.327026537037036,-23.705108796296297,8.176991981481482,-0.7721623518518519,5.637641703703704,1.0724,2
AC0049,21,62,-0.46697,-0.44579,-0.44378,-0.37,-0.36115,0.04121,0.04926,0.05229,0.05373,0.06712,-1.637807,-327.1765324132,5.2687617580645165,-24.708614516129032,8.72151443548387,-0.768105129032258,6.209402612903226,0.9177,2
AC0050,14,46,-0.51362,-0.46961,-0.46343,-0.4181,-0.36975,0.03967,0.05044,0.0533,0.06167,0.07036,-1.2409045,-268.8838474095,5.835527652173914,-23.694396521739133,7.806903934782608,-0.8047708695652175,5.011434782608696,2.1216,2
AC0051,17,54,-0.48812,-0.47712,-0.46832,-0.41561,-0.36338,0.03993,0.05033,0.05224,0.05854,0.06814,-1.4471307,-307.9608770773,5.693748277777778,-24.656755185185187,8.391445851851852,-0.7956201111111112,5.664201962962962,1.9682,2
AC0052,20,62,-0.48151,-0.45693,-0.44836,-0.40827,-0.36415,0.04122,0.04851,0.05102,0.05413,0.06759,-1.65536,-347.0124000639,5.588102999999999,-25.54499335483872,8.911985838709677,-0.7884855967741936,6.236415919354839,1.7131,2
AC0053,4,14,-1.02952,-0.76677,-0.6801,-0.41022,-0.41022,0.04188,0.04673,0.1126,0.1126,0.12633,-0.36745241,-76.8473674351,5.474961142857143,-16.29439992857143,4.351677642857143,-0.7836744285714285,1.7623378571428572,0.0,2
AC0055,5,22,-0.70711,-0.66483,-0.62287,-0.39551,-0.37848,0.03544,0.0484,0.10323,0.12469,0.12582,-0.62257226,-151.7244907833,6.881584636363636,-21.46279931818182,5.927268045454546,-0.8744110454545454,2.631789909090909,1.6755,2
AC0057,4,22,-0.75803,-0.75803,-0.72425,-0.41881,-0.41881,0.03865,0.07647,0.11657,0.11657,0.1306,-0.63094586,-175.7084737522,7.971702818181819,-23.903195545454547,6.376373409090909,-0.9411487727272726,2.509519272727273,0.9847,2
AC0058,6,30,-0.59182,-0.54603,-0.45213,-0.40324,-0.3614,0.03881,0.05189,0.07657,0.07807,0.08201,-0.69438759,-418.1816515015,13.931544066666667,-38.44879053333333,9.018949333333332,-1.1332130666666669,2.6921218,0.7258,2
AC0059,5,30,-0.64502,-0.5419,-0.47954,-0.40356,-0.35209,0.03846,0.05155,0.0825,0.08801,0.09368,-0.71022313,-474.391148891,15.8048018,-42.7258268,9.7023717,-1.2010599999999998,2.606674966666666,0.8921,2
AC0060,4,30,-0.66995,-0.54961,-0.54961,-0.39563,-0.39563,0.03873,0.06439,0.10577,0.10577,0.10684,-0.65062445,-535.7671609364,17.8523021,-47.3187852,10.412494233333332,-1.2732856,2.4683691333333333,0.6049,2
AC0061,14,54,-0.50742,-0.42907,-0.39707,-0.34679,-0.3209,0.03626,0.04468,0.0483,0.05853,0.06808,-1.4490902,-306.4701239461,5.664974814814815,-24.242883185185185,8.189273481481482,-0.8064964259259259,5.519758648148148,0.7893,2
AC0062,11,48,-0.56459,-0.46827,-0.39877,-0.37557,-0.31969,0.03693,0.04519,0.05212,0.06099,0.08698,-1.337902,-304.4002236245,6.329564291666667,-25.1644996875,8.169391354166667,-0.8478719375,5.171744645833333,0.417,2
AC0063,14,56,-0.51706,-0.45311,-0.39362,-0.36767,-0.3138,0.03661,0.04475,0.05295,0.0602,0.06866,-1.5399517,-343.4366010366,6.121625696428572,-25.77903660714286,8.630118625,-0.8326465178571428,5.727142357142857,0.943,2
AC0064,13,54,-0.43502,-0.43136,-0.40337,-0.38932,-0.33299,0.03368,0.04365,0.04833,0.05963,0.06876,-1.4787,-322.4657413118,5.960227462962963,-25.08773829629629,8.394407944444444,-0.8260743888888888,5.587589481481481,2.5039,2
AC0065,12,54,-0.47017,-0.42851,-0.41825,-0.40674,-0.36526,0.03362,0.04283,0.05158,0.05343,0.06388,-1.5063909,-338.4685850457,6.255692907407407,-25.905639203703704,8.584389222222223,-0.8458305555555555,5.643450851851852,2.4284,2
AC0066,11,36,-0.52744,-0.47716,-0.4587,-0.37944,-0.35841,0.03881,0.0494,0.05859,0.05885,0.07534,-0.94854952,-192.7942142643,5.345105944444445,-20.609000277777778,6.607424472222222,-0.7780707777777778,4.079145777777778,0.9931,2
AC0067,14,44,-0.47795,-0.46825,-0.4546,-0.37579,-0.37346,0.03974,0.04919,0.05565,0.05817,0.06756,-1.156271,-231.843403433,5.259913477272727,-21.78067206818182,7.259181409090909,-0.771172340909091,4.763581272727273,0.9299,2
AC0068,17,52,-0.48231,-0.47557,-0.4595,-0.37834,-0.37369,0.04035,0.04894,0.05517,0.05586,0.06789,-1.363431,-270.9197008064,5.201125711538461,-22.920465153846155,7.873373942307692,-0.7667178846153846,5.402689134615385,0.983,2
AC0069,20,60,-0.46102,-0.4491,-0.44266,-0.37735,-0.37543,0.04008,0.0475,0.05238,0.05342,0.06473,-1.5715946,-309.9751301085,5.157712416666667,-23.97829228333333,8.434290133333333,-0.7632479666666666,5.9832855333333335,1.0211,2
AC0070,13,44,-0.49229,-0.48536,-0.3913,-0.38521,-0.37725,0.03846,0.04714,0.05482,0.05815,0.07086,-1.1851761,-247.8339098836,5.62229790909091,-22.762932727272727,7.486845522727273,-0.7953394545454546,4.816539886363636,1.7345,2
AC0071,16,52,-0.48476,-0.47055,-0.39101,-0.38497,-0.37275,0.03935,0.04765,0.05493,0.05682,0.06818,-1.3921486,-286.9106522711,5.507873346153847,-23.801900019230768,8.090951365384615,-0.7872312115384615,5.4727939615384615,1.4485,2
AC0072,19,60,-0.46605,-0.45362,-0.39179,-0.38722,-0.36888,0.03969,0.04673,0.05251,0.0539,0.06489,-1.6004617,-325.9650446016,5.423567166666667,-24.766430216666667,8.635154766666666,-0.7810265166666667,6.05598405,1.2604,2
AC0073,12,44,-0.50418,-0.47467,-0.43417,-0.39789,-0.38734,0.03804,0.04719,0.05585,0.06031,0.07101,-1.2042463,-267.6700190534,6.072280795454546,-23.898379295454543,7.733614500000001,-0.824020590909091,4.833095045454545,2.2742,2
AC0074,15,52,-0.48921,-0.48079,-0.43519,-0.39257,-0.38275,0.03791,0.04777,0.05361,0.05852,0.06604,-1.4104909,-306.7471687253,5.888641576923077,-24.817513634615384,8.32725201923077,-0.8115325192307693,5.514168538461538,2.1457,2
AC0075,18,60,-0.47629,-0.45892,-0.42317,-0.39289,-0.38045,0.03957,0.04658,0.05232,0.05296,0.06601,-1.6184906,-345.7993496364,5.753508433333334,-25.62681028333333,8.8298158,-0.8020589833333334,6.082222533333334,2.1074,2
AC0076,6,18,-0.68874,-0.61853,-0.59213,-0.50308,-0.45169,0.0392,0.06331,0.072,0.07905,0.12369,-0.49162693,-115.0878353948,6.383021611111111,-19.522408833333333,5.340552,-0.8244133333333333,2.2294799444444444,1.8196,2
AC0077,9,26,-0.63841,-0.54961,-0.52656,-0.48017,-0.42446,0.04092,0.05505,0.06987,0.07234,0.08976,-0.69483344,-154.1240887202,5.918278230769231,-20.344422346153845,6.079227192307693,-0.7980527307692308,3.2171200769230768,1.4665,2
AC0078,16,58,-0.51244,-0.48163,-0.46696,-0.33959,-0.31171,0.03755,0.04687,0.05032,0.06254,0.06613,-1.5741211,-344.69463925,5.933186603448275,-25.771021482758623,8.768375034482759,-0.8174221206896551,5.943870948275862,1.3507,2
AC0079,13,52,-0.53832,-0.50634,-0.49826,-0.37873,-0.30606,0.03644,0.04881,0.05514,0.06466,0.07135,-1.462291,-342.616664574,6.577541307692308,-26.68741546153846,8.762018711538461,-0.8568450576923077,5.6159185,2.2725,2
AC0081,15,58,-0.51125,-0.47857,-0.42632,-0.3863,-0.32427,0.03831,0.0476,0.04947,0.06413,0.06938,-1.6017504,-360.708036315,6.208413862068966,-26.6169581724138,8.98973224137931,-0.8359279310344828,6.035635913793104,0.8374,2
AC0082,14,58,-0.50681,-0.47041,-0.42144,-0.41189,-0.36055,0.03754,0.04649,0.05346,0.06591,0.07224,-1.6282777,-376.7163630655,6.48362301724138,-27.386205844827582,9.169912051724138,-0.8544106724137931,6.09197175862069,1.7948,2
AC0083,13,40,-0.51519,-0.50041,-0.46576,-0.41811,-0.39284,0.04216,0.05425,0.05732,0.06023,0.08151,-1.0726216,-231.0161136936,5.76584115,-22.65172775,7.3382609,-0.7965530000000001,4.56877585,1.3845,2
AC0084,16,48,-0.4768,-0.47072,-0.46048,-0.43767,-0.40302,0.04186,0.05214,0.056,0.05886,0.07334,-1.2805468,-270.0698898468,5.617742958333333,-23.59035589583333,7.9165471875,-0.7872189791666666,5.216828708333334,1.3495,2
AC0086,22,64,-0.47154,-0.45703,-0.44724,-0.43622,-0.40334,0.04086,0.04958,0.05258,0.05462,0.06813,-1.6960602,-348.200059599,5.432392234375,-25.44566396875,8.978179109375,-0.775763546875,6.37023021875,1.4025,2
AC0087,15,48,-0.4939,-0.47885,-0.45779,-0.42707,-0.38078,0.03867,0.05091,0.05817,0.05846,0.07609,-1.3092333,-286.0695592341,5.9501822083333336,-24.542591833333333,8.151188625,-0.8095232708333334,5.290961791666667,2.1187,2
AC0088,18,56,-0.48165,-0.47456,-0.45722,-0.42275,-0.38099,0.03857,0.05148,0.0548,0.05735,0.07216,-1.5176226,-325.1450489688,5.796972946428572,-25.457081482142858,8.720456785714285,-0.7998822678571429,5.933372410714285,1.8911,2
AC0089,21,64,-0.46832,-0.46264,-0.44897,-0.42574,-0.37165,0.03859,0.04889,0.0527,0.05524,0.06834,-1.7244856,-364.1953602985,5.681673359375,-26.2185001875,9.182802625,-0.79248465625,6.45595634375,2.1278,2
AC0090,14,48,-0.50658,-0.48332,-0.46175,-0.43705,-0.42724,0.04279,0.051,0.05709,0.06174,0.07681,-1.3280414,-305.9119279271,6.3627265625,-25.62025425,8.395566291666666,-0.8358659374999999,5.324662166666667,1.2094,2
AC0091,17,56,-0.4927,-0.48406,-0.46086,-0.43553,-0.43025,0.04236,0.0511,0.05492,0.06109,0.07176,-1.5349057,-344.98886133,6.150620446428571,-26.422524714285714,8.950271160714285,-0.8225297500000001,5.983647482142857,0.7656,2
AC0092,20,64,-0.48274,-0.47418,-0.45781,-0.43316,-0.40721,0.04055,0.04927,0.05257,0.05511,0.06939,-1.7416821,-384.0389024254,5.991183234375,-27.076250484375,9.391288265625,-0.81230725,6.505478390625,1.9853,2
AC0093,4,16,-0.86982,-0.69295,-0.65206,-0.53662,-0.44395,0.04054,0.06399,0.07365,0.09496,0.15677,-0.45296681,-113.9106718114,7.10574525,-20.677433,5.383015125,-0.8798523125,1.949108,2.8855,2
AC0094,7,18,-0.66062,-0.60124,-0.55563,-0.51641,-0.38984,0.04034,0.06173,0.06643,0.07567,0.09802,-0.47148915,-95.2523290475,5.282645777777778,-17.009881333333333,4.863981333333333,-0.7540212777777778,2.3254793888888887,1.3739,2
AC0095,10,26,-0.58917,-0.53682,-0.50923,-0.5054,-0.36743,0.0402,0.0559,0.06231,0.07141,0.08879,-0.67661555,-134.2904960879,5.156557576923077,-18.49333773076923,5.6952366923076925,-0.7493856923076923,3.225910115384615,1.0768,2
AC0096,8,24,-0.62778,-0.59102,-0.53411,-0.41803,-0.40564,0.04033,0.05553,0.06685,0.06824,0.08931,-0.63862722,-133.1055464824,5.535911416666667,-18.92150720833333,5.627100041666666,-0.7796677500000001,2.992099083333333,1.9086,2
AC0098,14,52,-0.53763,-0.52001,-0.45923,-0.35073,-0.28088,0.03665,0.04752,0.0524,0.06448,0.0744,-1.4436367,-322.7833123076,6.196776673076924,-25.690626846153844,8.537046326923077,-0.8327300384615385,5.5821625,2.1515,2
AC0100,16,58,-0.52151,-0.42831,-0.41085,-0.3767,-0.29346,0.03656,0.04603,0.0493,0.06208,0.0655,-1.5832651,-340.872657323,5.866954137931034,-25.710305362068965,8.78139148275862,-0.814256724137931,5.9991016896551725,1.9562,2
AC0101,15,58,-0.46411,-0.45721,-0.40673,-0.39356,-0.32926,0.03206,0.04531,0.05223,0.06271,0.07323,-1.6096472,-356.8837851399,6.142215,-26.48014881034483,8.962402293103448,-0.8327798793103449,6.055142706896552,3.8829,2
AC0102,14,40,-0.51226,-0.5088,-0.42845,-0.40839,-0.3659,0.04199,0.05462,0.05623,0.05917,0.07652,-1.0544389,-211.1838401361,5.270863925,-21.390128025000003,7.06037685,-0.764975725,4.54426695,1.0288,2
AC0103,17,48,-0.47375,-0.46094,-0.44092,-0.43157,-0.36264,0.04157,0.05282,0.05477,0.05808,0.07338,-1.2627686,-250.2326549127,5.2051688333333335,-22.53082577083333,7.680781437499999,-0.7608325208333334,5.19252775,0.9901,2
AC0105,23,64,-0.47652,-0.45238,-0.44135,-0.43015,-0.35578,0.04137,0.04986,0.05134,0.05361,0.0677,-1.67867,-328.3622952197,5.12289834375,-24.62388453125,8.7875389375,-0.755969484375,6.338755859375,1.0221,2
AC0106,16,48,-0.51107,-0.46992,-0.45204,-0.38316,-0.36029,0.03886,0.05028,0.0546,0.05891,0.07635,-1.2913669,-266.2282312118,5.5375467291666665,-23.471509708333333,7.909716958333333,-0.7830744166666667,5.2608989375,2.2066,2
AC0107,19,56,-0.47538,-0.47381,-0.45857,-0.37885,-0.36223,0.03967,0.05036,0.05504,0.05655,0.07134,-1.5004231,-305.3049361199,5.443274214285714,-24.556913785714283,8.522263267857143,-0.7772048214285715,5.916707267857142,1.7597,2
AC0108,22,64,-0.48219,-0.46334,-0.4508,-0.36964,-0.35497,0.0407,0.04847,0.0523,0.05288,0.06786,-1.707287,-344.3596274165,5.37223759375,-25.3990031875,8.994032640625,-0.772688125,6.424801890625,1.3871,2
AC0109,15,48,-0.52375,-0.4655,-0.45608,-0.42274,-0.37726,0.04059,0.05108,0.05711,0.058,0.07692,-1.3100277,-286.0700637369,5.950117354166667,-24.555654416666663,8.157730562500001,-0.8094535625,5.297467083333333,2.3905,2
AC0110,18,56,-0.484,-0.47499,-0.46007,-0.42585,-0.3744,0.04094,0.05093,0.05543,0.05823,0.0716,-1.5173078,-325.1473479747,5.7969642142857145,-25.49264185714286,8.737629892857143,-0.7998904821428571,5.951735589285714,1.8334,2
AC0111,21,64,-0.47984,-0.46669,-0.44815,-0.40487,-0.37815,0.0417,0.04996,0.05158,0.05393,0.06891,-1.7244649,-364.2022748852,5.681711921875,-26.233918546875,9.191131109375,-0.792511171875,6.462926140625,1.1299,2
AC0112,5,18,-0.69182,-0.69182,-0.66903,-0.53305,-0.53305,0.03988,0.07087,0.07087,0.09506,0.14733,-0.49742753,-139.0915411037,7.7174702222222225,-22.48581355555556,5.888721166666667,-0.9066937777777778,2.059008111111111,2.1412,2
AC0113,7,26,-0.58055,-0.5754,-0.49375,-0.48059,-0.36335,0.04005,0.05932,0.06896,0.07201,0.09413,-0.56376025,-381.5341013561,14.669174423076925,-39.44360326923077,8.947274153846154,-1.138184,2.290950192307692,1.2173,2
AC0114,10,34,-0.55429,-0.55107,-0.47157,-0.45931,-0.3448,0.04131,0.0526,0.06263,0.06812,0.08521,-0.77062988,-420.5862873696,12.364262647058824,-35.93012470588236,8.939516617647058,-1.044426705882353,3.3005872352941177,1.36,2
AC0115,8,32,-0.57067,-0.5685,-0.49344,-0.37835,-0.34667,0.04273,0.05399,0.05669,0.06582,0.07236,-0.73869676,-419.3859854525,13.09905734375,-37.22607596875,9.03588915625,-1.0858083125,3.07112571875,1.3505,2
AC0117,17,66,-0.47802,-0.46087,-0.36417,-0.34016,-0.32798,0.03686,0.04649,0.04866,0.06007,0.06442,-1.6499224,-611.1475067315,9.252030696969696,-33.95584672727273,10.323725166666666,-0.941907090909091,6.062187242424242,1.4177,2
AC0118,14,60,-0.49667,-0.48951,-0.39641,-0.35651,-0.32554,0.03691,0.04847,0.0529,0.06124,0.06628,-1.53739,-609.0825441679,10.142529733333332,-35.426418483333336,10.402184816666669,-0.9886244166666668,5.718952616666667,1.5216,2
AC0119,17,68,-0.48677,-0.46653,-0.38294,-0.35137,-0.32402,0.03628,0.04738,0.05439,0.0588,0.06295,-1.7404231,-648.1175058507,9.522549794117646,-35.03837380882353,10.675509073529412,-0.9595047205882352,6.268679867647059,1.9308,2
AC0120,16,66,-0.47596,-0.41449,-0.38552,-0.35354,-0.3476,0.03635,0.04704,0.04839,0.06144,0.06697,-1.6794389,-627.1452739575,9.493743848484849,-34.683993484848486,10.510983863636364,-0.9579513636363636,6.135016015151516,2.0647,2
AC0121,15,66,-0.47284,-0.43665,-0.41055,-0.38603,-0.34835,0.03324,0.04621,0.05271,0.06213,0.06598,-1.7067617,-643.1497875386,9.735646196969697,-35.35163063636364,10.66400959090909,-0.9742229242424244,6.181504,3.0555,2
AC0122,14,48,-0.49128,-0.48388,-0.41426,-0.41129,-0.34519,0.03985,0.05162,0.05614,0.05805,0.07376,-1.1488118,-497.4761690162,10.357202625,-33.866735625,9.4343121875,-0.9713972083333332,4.682531166666666,1.3897,2
